# idx	t_ms	dt_ms	rects	dmg_px	dmg_pct
0	4.98	0.00	1	2073600	100.00
1	28.43	23.45	1	2073600	100.00
2	993.06	964.63	1	2073600	100.00
3	1092.89	99.83	1	2073600	100.00
4	1115.66	22.78	1	2073600	100.00
5	1210.09	94.43	1	2073600	100.00
6	1215.08	4.99	1	2073600	100.00
7	1333.75	118.67	1	2073600	100.00
8	4206.16	2872.41	1	2073600	100.00
9	4215.21	9.05	1	2073600	100.00
