# idx	t_ms	dt_ms	rects	dmg_px	dmg_pct
736	3864.07	3.28	0	0	0.00
737	3871.79	7.72	0	0	0.00
738	3886.16	14.37	0	0	0.00
739	3888.14	1.98	0	0	0.00
740	3890.88	2.74	0	0	0.00
741	3894.10	3.22	0	0	0.00
742	3897.41	3.31	0	0	0.00
743	3900.90	3.49	0	0	0.00
744	3904.15	3.25	0	0	0.00
745	3907.40	3.26	0	0	0.00
746	3910.84	3.44	0	0	0.00
747	3914.25	3.41	0	0	0.00
748	3917.49	3.24	0	0	0.00
749	3920.86	3.37	0	0	0.00
750	3924.16	3.29	0	0	0.00
751	3927.42	3.26	0	0	0.00
752	3930.82	3.40	0	0	0.00
753	3934.27	3.45	0	0	0.00
754	3937.40	3.14	0	0	0.00
755	3940.81	3.41	0	0	0.00
756	3944.16	3.35	0	0	0.00
757	3947.55	3.39	0	0	0.00
758	3950.81	3.26	0	0	0.00
759	3954.31	3.50	0	0	0.00
760	3957.43	3.12	0	0	0.00
761	3960.84	3.41	0	0	0.00
762	3964.18	3.33	0	0	0.00
763	3967.48	3.30	0	0	0.00
764	3970.79	3.30	0	0	0.00
765	3974.27	3.48	0	0	0.00
766	3977.44	3.18	0	0	0.00
767	3982.64	5.19	0	0	0.00
768	3984.32	1.68	0	0	0.00
769	3987.47	3.15	0	0	0.00
770	3990.80	3.34	0	0	0.00
771	3994.21	3.41	0	0	0.00
772	3997.82	3.61	0	0	0.00
773	4001.13	3.31	0	0	0.00
774	4004.31	3.18	0	0	0.00
775	4007.49	3.18	0	0	0.00
776	4010.75	3.26	0	0	0.00
777	4014.13	3.38	0	0	0.00
778	4017.74	3.61	0	0	0.00
779	4021.00	3.26	0	0	0.00
780	4024.21	3.21	0	0	0.00
781	4027.39	3.18	0	0	0.00
782	4030.77	3.38	0	0	0.00
783	4034.24	3.48	0	0	0.00
784	4037.44	3.20	0	0	0.00
785	4040.73	3.29	0	0	0.00
786	4044.15	3.42	0	0	0.00
787	4047.57	3.42	0	0	0.00
788	4050.74	3.17	0	0	0.00
789	4054.22	3.48	0	0	0.00
790	4057.48	3.27	0	0	0.00
791	4060.77	3.28	0	0	0.00
792	4064.23	3.46	0	0	0.00
793	4067.49	3.26	0	0	0.00
794	4070.73	3.24	0	0	0.00
795	4074.19	3.46	0	0	0.00
796	4077.56	3.37	0	0	0.00
797	4080.81	3.24	0	0	0.00
798	4084.15	3.35	0	0	0.00
799	4087.57	3.41	0	0	0.00
800	4090.74	3.17	0	0	0.00
801	4094.19	3.45	0	0	0.00
802	4097.48	3.30	0	0	0.00
803	4100.75	3.27	0	0	0.00
804	4104.07	3.31	0	0	0.00
805	4107.52	3.45	0	0	0.00
806	4110.82	3.30	0	0	0.00
807	4114.18	3.36	0	0	0.00
808	4117.49	3.31	0	0	0.00
809	4120.74	3.25	0	0	0.00
810	4124.07	3.33	0	0	0.00
811	4127.55	3.48	0	0	0.00
812	4130.79	3.23	0	0	0.00
813	4134.12	3.34	0	0	0.00
814	4137.47	3.35	0	0	0.00
815	4140.74	3.27	0	0	0.00
816	4144.09	3.35	0	0	0.00
817	4147.55	3.45	0	0	0.00
818	4150.75	3.20	0	0	0.00
819	4154.14	3.39	0	0	0.00
820	4157.48	3.34	0	0	0.00
821	4160.81	3.32	0	0	0.00
822	4164.11	3.31	0	0	0.00
823	4167.60	3.49	0	0	0.00
824	4170.78	3.18	0	0	0.00
825	4174.09	3.31	0	0	0.00
826	4177.54	3.45	0	0	0.00
827	4180.76	3.22	0	0	0.00
828	4184.11	3.35	0	0	0.00
829	4187.53	3.41	0	0	0.00
830	4190.79	3.26	0	0	0.00
831	4194.15	3.36	0	0	0.00
832	4197.49	3.35	0	0	0.00
833	4200.78	3.29	0	0	0.00
834	4204.06	3.28	0	0	0.00
835	4207.56	3.50	0	0	0.00
836	4210.84	3.28	0	0	0.00
837	4214.10	3.26	0	0	0.00
838	4217.48	3.38	0	0	0.00
839	4220.95	3.47	0	0	0.00
840	4224.11	3.16	0	0	0.00
841	4227.58	3.47	0	0	0.00
842	4230.78	3.20	0	0	0.00
843	4234.10	3.32	0	0	0.00
844	4237.48	3.39	0	0	0.00
845	4240.92	3.44	0	0	0.00
846	4244.11	3.19	0	0	0.00
847	4247.55	3.44	0	0	0.00
848	4250.83	3.28	0	0	0.00
849	4254.08	3.24	0	0	0.00
850	4257.46	3.38	0	0	0.00
851	4260.90	3.44	0	0	0.00
852	4264.10	3.20	0	0	0.00
853	4267.49	3.40	0	0	0.00
854	4270.83	3.34	0	0	0.00
855	4274.14	3.31	0	0	0.00
856	4277.47	3.34	0	0	0.00
857	4280.91	3.43	0	0	0.00
858	4284.12	3.21	0	0	0.00
859	4287.51	3.39	0	0	0.00
860	4290.84	3.33	0	0	0.00
861	4294.20	3.37	0	0	0.00
862	4297.45	3.25	0	0	0.00
863	4301.02	3.57	0	0	0.00
864	4304.21	3.19	0	0	0.00
865	4307.53	3.32	0	0	0.00
866	4310.87	3.35	0	0	0.00
867	4314.12	3.25	0	0	0.00
868	4317.42	3.30	0	0	0.00
869	4320.93	3.51	0	0	0.00
870	4326.00	5.07	0	0	0.00
871	4327.66	1.66	0	0	0.00
872	4330.83	3.17	0	0	0.00
873	4334.10	3.27	0	0	0.00
874	4337.48	3.38	0	0	0.00
875	4340.77	3.29	0	0	0.00
876	4344.10	3.33	0	0	0.00
877	4347.45	3.34	0	0	0.00
878	4350.88	3.44	0	0	0.00
879	4354.41	3.52	0	0	0.00
880	4357.64	3.23	0	0	0.00
881	4361.01	3.37	0	0	0.00
882	4364.29	3.28	0	0	0.00
883	4367.66	3.37	0	0	0.00
884	4370.92	3.26	0	0	0.00
885	4374.24	3.33	0	0	0.00
886	4377.44	3.19	0	0	0.00
887	4380.76	3.33	0	0	0.00
888	4384.10	3.34	0	0	0.00
889	4387.69	3.59	0	0	0.00
890	4390.90	3.21	0	0	0.00
891	4394.09	3.19	0	0	0.00
892	4397.43	3.34	0	0	0.00
893	4400.83	3.39	0	0	0.00
894	4404.17	3.35	0	0	0.00
895	4407.64	3.47	0	0	0.00
896	4410.97	3.33	0	0	0.00
897	4414.50	3.53	0	0	0.00
898	4417.62	3.12	0	0	0.00
899	4420.83	3.21	0	0	0.00
900	4424.21	3.38	0	0	0.00
901	4427.49	3.28	0	0	0.00
902	4430.82	3.33	0	0	0.00
903	4434.18	3.35	0	0	0.00
904	4437.56	3.38	0	0	0.00
905	4440.89	3.33	0	0	0.00
906	4444.14	3.25	0	0	0.00
907	4447.52	3.38	0	0	0.00
908	4450.81	3.30	0	0	0.00
909	4454.21	3.40	0	0	0.00
910	4457.47	3.26	0	0	0.00
911	4460.85	3.37	0	0	0.00
912	4464.14	3.30	0	0	0.00
913	4467.45	3.31	0	0	0.00
914	4470.82	3.37	0	0	0.00
915	4474.27	3.45	0	0	0.00
916	4477.43	3.16	0	0	0.00
917	4480.92	3.50	0	0	0.00
918	4484.18	3.25	0	0	0.00
919	4487.51	3.33	0	0	0.00
920	4490.80	3.29	0	0	0.00
921	4494.09	3.29	0	0	0.00
922	4497.50	3.41	0	0	0.00
923	4500.80	3.30	0	0	0.00
924	4504.34	3.55	0	0	0.00
925	4507.41	3.07	0	0	0.00
926	4510.74	3.33	0	0	0.00
927	4514.15	3.41	0	0	0.00
928	4517.58	3.43	0	0	0.00
929	4520.79	3.21	0	0	0.00
930	4524.15	3.36	0	0	0.00
931	4527.44	3.29	0	0	0.00
932	4530.78	3.34	0	0	0.00
933	4534.10	3.32	0	0	0.00
934	4537.63	3.53	0	0	0.00
935	4541.02	3.39	0	0	0.00
936	4544.09	3.07	0	0	0.00
937	4547.46	3.37	0	0	0.00
938	4550.81	3.35	0	0	0.00
939	4554.09	3.28	0	0	0.00
940	4557.51	3.42	0	0	0.00
941	4560.73	3.22	0	0	0.00
942	4564.14	3.41	0	0	0.00
943	4567.51	3.37	0	0	0.00
944	4570.82	3.31	0	0	0.00
945	4574.34	3.52	0	0	0.00
946	4577.62	3.28	0	0	0.00
947	4580.78	3.16	0	0	0.00
948	4584.10	3.32	0	0	0.00
949	4587.45	3.35	0	0	0.00
950	4590.76	3.31	0	0	0.00
951	4594.11	3.35	0	0	0.00
952	4597.56	3.45	0	0	0.00
953	4600.77	3.20	0	0	0.00
954	4604.10	3.34	0	0	0.00
955	4607.49	3.39	0	0	0.00
956	4610.84	3.35	0	0	0.00
957	4614.16	3.32	0	0	0.00
958	4617.49	3.33	0	0	0.00
959	4620.78	3.29	0	0	0.00
960	4624.09	3.32	0	0	0.00
961	4627.61	3.52	0	0	0.00
962	4630.83	3.22	0	0	0.00
963	4634.16	3.33	0	0	0.00
964	4637.44	3.28	0	0	0.00
965	4640.77	3.33	0	0	0.00
966	4644.16	3.39	0	0	0.00
967	4647.41	3.25	0	0	0.00
968	4650.76	3.36	0	0	0.00
969	4654.13	3.36	0	0	0.00
970	4657.46	3.34	0	0	0.00
971	4660.88	3.41	0	0	0.00
972	4665.84	4.96	0	0	0.00
973	4667.54	1.70	0	0	0.00
974	4670.76	3.22	0	0	0.00
975	4674.12	3.36	0	0	0.00
976	4677.50	3.38	0	0	0.00
977	4680.81	3.31	0	0	0.00
978	4684.07	3.26	0	0	0.00
979	4687.52	3.45	0	0	0.00
980	4690.78	3.25	0	0	0.00
981	4694.09	3.31	0	0	0.00
982	4697.46	3.37	0	0	0.00
983	4700.88	3.42	0	0	0.00
984	4704.08	3.20	0	0	0.00
985	4707.57	3.49	0	0	0.00
986	4710.81	3.24	0	0	0.00
987	4714.13	3.32	0	0	0.00
988	4717.45	3.33	0	0	0.00
989	4720.91	3.46	0	0	0.00
990	4724.08	3.16	0	0	0.00
991	4727.58	3.50	0	0	0.00
992	4730.83	3.25	0	0	0.00
993	4734.13	3.29	0	0	0.00
994	4737.45	3.32	0	0	0.00
995	4740.90	3.45	0	0	0.00
996	4744.11	3.21	0	0	0.00
997	4747.55	3.45	0	0	0.00
998	4750.82	3.27	0	0	0.00
999	4754.10	3.28	0	0	0.00
1000	4757.44	3.34	0	0	0.00
1001	4760.89	3.45	0	0	0.00
1002	4764.08	3.19	0	0	0.00
1003	4767.49	3.42	0	0	0.00
1004	4770.79	3.30	0	0	0.00
1005	4774.15	3.36	0	0	0.00
1006	4777.45	3.30	0	0	0.00
1007	4780.89	3.44	0	0	0.00
1008	4784.07	3.18	0	0	0.00
1009	4787.42	3.36	0	0	0.00
1010	4790.97	3.54	0	0	0.00
1011	4794.08	3.11	0	0	0.00
1012	4797.41	3.33	0	0	0.00
1013	4800.85	3.44	0	0	0.00
1014	4804.08	3.23	0	0	0.00
1015	4807.48	3.40	0	0	0.00
1016	4810.82	3.34	0	0	0.00
1017	4814.11	3.29	0	0	0.00
1018	4817.39	3.28	0	0	0.00
1019	4820.89	3.50	0	0	0.00
1020	4824.11	3.22	0	0	0.00
1021	4827.51	3.40	0	0	0.00
1022	4830.82	3.31	0	0	0.00
1023	4834.11	3.29	0	0	0.00
1024	4837.43	3.31	0	0	0.00
1025	4840.89	3.46	0	0	0.00
1026	4844.13	3.24	0	0	0.00
1027	4847.42	3.29	0	0	0.00
1028	4850.79	3.37	0	0	0.00
1029	4854.17	3.38	0	0	0.00
1030	4857.45	3.28	0	0	0.00
1031	4860.90	3.45	0	0	0.00
1032	4864.08	3.18	0	0	0.00
1033	4867.41	3.32	0	0	0.00
1034	4870.82	3.42	0	0	0.00
1035	4874.24	3.42	0	0	0.00
1036	4877.40	3.16	0	0	0.00
1037	4880.87	3.46	0	0	0.00
1038	4884.12	3.26	0	0	0.00
1039	4887.41	3.29	0	0	0.00
1040	4890.85	3.44	0	0	0.00
1041	4894.22	3.37	0	0	0.00
1042	4897.40	3.18	0	0	0.00
1043	4900.85	3.44	0	0	0.00
1044	4904.16	3.31	0	0	0.00
1045	4907.46	3.30	0	0	0.00
1046	4910.77	3.30	0	0	0.00
1047	4914.23	3.46	0	0	0.00
1048	4917.41	3.18	0	0	0.00
1049	4920.85	3.44	0	0	0.00
1050	4924.15	3.30	0	0	0.00
1051	4927.44	3.29	0	0	0.00
1052	4930.77	3.33	0	0	0.00
1053	4934.27	3.50	0	0	0.00
1054	4937.45	3.18	0	0	0.00
1055	4940.85	3.40	0	0	0.00
1056	4944.14	3.29	0	0	0.00
1057	4947.42	3.28	0	0	0.00
1058	4950.79	3.37	0	0	0.00
1059	4954.23	3.44	0	0	0.00
1060	4957.46	3.24	0	0	0.00
1061	4960.81	3.34	0	0	0.00
1062	4964.12	3.31	0	0	0.00
1063	4967.52	3.40	0	0	0.00
1064	4970.77	3.26	0	0	0.00
1065	4974.24	3.46	0	0	0.00
1066	4977.41	3.18	0	0	0.00
1067	4980.83	3.42	0	0	0.00
1068	4984.21	3.38	0	0	0.00
1069	4987.46	3.25	0	0	0.00
1070	4990.74	3.28	0	0	0.00
1071	4994.20	3.46	0	0	0.00
1072	4997.46	3.25	0	0	0.00
